DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Kikka At Gap,2 Folsom St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Hot Spud,845 Market St Fe11,Hot Spud,s53aNq9WU9dUUyUUhktAuQ,No record in Yelp,4.5,30,Fast Food,FALSE,845 Market St
Av Polk Llc,1160 Polk St,Greentree Property Management,bUGqIEgKaZnGWJEJBh2d9g,No record in Yelp,3.5,357,Property Management,FALSE,724 Pine St
The Grubbies,123 2nd St,A1 Japanese Steakhouse,fc_Q4h9dFko7WUnvfbz9SQ,$$,3,81,Japanese,FALSE,3300 Lehigh St
The Grubbies,303 Sacramento St,The Grubbies,rwavsJn_xdqz4MRPKf2nSg,$$,4,164,Sushi Bars,FALSE,303 Sacramento St
Kabob Trolley Llc,103 Horne Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sabor Catracho,601 Mission Bay Blvd,Sabor Catracho,s2xk8ju-J7Sft-VN4iDsZQ,No record in Yelp,4.5,11,Food Trucks,FALSE,350 2nd St
Its Syun Inc,200 6th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Caffe Di Bar Sorelle,532 Columbus Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Ocean Beach Provisions,704 Great Highway Apt 1,Sotto Mare Oysteria & Seafood,8dUaybEPHsZMgr1iKgqgMQ,$$,4.5,3688,Seafood,FALSE,552 Green St
Flour + Water Pizzeria,Valencia Street,Flour + Water Pizzeria,29XPicwqV35_V9TGLsxa2Q,$$,4,173,Pizza,FALSE,702 Valencia St
Chestnut Diner,1312 Chestnut St,The French Market Creperie,LklZOJvD26krv5ng56Lb9Q,$,4.5,456,Creperies,FALSE,412 Clinch Ave
Gram Cafe & Pancakes,3251 20th Ave Ste 172,Gram Cafe & Pancakes,W7byRQtMwI-iDTzmMFpfUg,$$,3,434,Pancakes,FALSE,3251 20th Ave
Lefty O Douls,145 Jefferson St Ste 400,Lefty O'Doul's,JZVgYUVoltWoMrcKsu9sRg,$$,3,169,Buffets,FALSE,145 Jefferson St
Lefty's Ballpark Buffet,145 Jefferson St Ste 400,Leftys Ballpark Baseball Buffet & Cafe,aUXNKHU3PzpfYjEGQvSyGg,No record in Yelp,2,16,Coffee & Tea,FALSE,145 Jefferson St
Black Hammer Brewing Hammertime,1735 Polk St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Serious Leisure,2030 Union St 208,Diamond Pain Relief & Wellness,Nj1J3mNfy71ecG4obmHNbQ,$$,4.5,71,Massage,FALSE,1841 Lombard St
Mini Fish,200 6th Ave,B & K Fish Mini Market,BKecmV6Tazf46TNQi1Nh7A,$$,4.5,20,Seafood Markets,FALSE,1161 Broadway
Little Salty,704 Great Highway Apt 1,Mr Szechuan,XhbkZ-5nUJ3bRy7uKPx7iQ,$$,4.5,206,Chinese,FALSE,890 Taraval St
Golden State Pizza And Grill,2414 San Bruno,Golden state pizza & grill,0lzYnhGuHMpZtqsv5gZacA,No record in Yelp,3.5,24,Pizza,FALSE,2414 San Bruno Ave
Ana's Goodies Catering,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sabor Catracho,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Al Pastor Papi,1 Mobile Caterers,Tacotarian,Bh3fRjirjRYDl2tufa42UA,No record in Yelp,4.5,474,Mexican,FALSE,6135 S Ft Apache Rd
An The Go #1,1 Mobile Caterers,Roll Play Fusion Eggrolls,k-EPIvUKvDM5gR-4Ns8OnA,No record in Yelp,5,2,Food Stands,FALSE,"Las Vegas, NV 89107"
A16,1 Mobile Caterers,Hearthstone Kitchen & Cellar,FMnH5WIRLyexBYMBUUnDxQ,$$,4,1268,American (New),FALSE,11011 W Charleston Blvd
Curveball,601 Mission Bay Blvd,Curveball,KmH-WF3mipSxMtAISo0Nmg,No record in Yelp,4,3,Food Trucks,FALSE,428 11th St
Starbucks Reserve #531,2132 Chestnut St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Flour + Water Pizzeria,704 Valencia Street,Flour + Water Pizzeria,29XPicwqV35_V9TGLsxa2Q,$$,4,173,Pizza,FALSE,702 Valencia St
Obispo,3266 24th St Fl 1,Obispo,BtXUsgGkUc_ljZcchN6_hg,$$,4.5,74,Caribbean,FALSE,3266 24th St
The Fruit Tree,50 Post St,The Fruit Tree,M9P1XijW6T2RAvhpOmT40g,No record in Yelp,5,1,Juice Bars & Smoothies,FALSE,50 Post St
Barnzu Di Mare,1550 Howard St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pho 335,335 Noe St,Pho 335,bi0HICTZge_7cIx4VB2yuw,$$,4,60,Vietnamese,TRUE,335 Noe St
"Guckenheimer Services, Llc @Twitch Floor 3",350 Bush St Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sasa Japanese Restaurant,22 Peace Plz Ste 530,Sasa,NH1tpRk-TypznNFACTTDuw,$$$,4,193,Japanese,FALSE,22 Peace Plz
Hon's Wun Tun House,648 Kearny St,Hon's Wun-Tun House,14tNG31ieuMBtx43oDNjjA,$,3.5,548,Cantonese,FALSE,648 Kearny St
Fogcuttersf,2565 3rd Ste 308,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Saltwater Bakeshop,21 Clarence Pl 301,Binka Bites,VaODxyKYGrc6u5Xbte8TCA,$,4.5,204,Bakeries,FALSE,304 Alida Way
Mom's Banh Ma,411 Ellis St,Saigon Sandwich,hqQoVK0vadOX7_4gN1sh3g,$,4.5,3237,Vietnamese,FALSE,560 Larkin St
Saltwater Bakery,21 Clarence Pl Ste 301,Saltwater Bakery,WOp1IMIT4DqRSk9mL0vyzg,$,4.5,84,Gluten-Free,FALSE,1905 Palmetto Ave
Bearphoenix Chocolates,4353 24th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tasty Retaurant,5530 Geary Blvd,PPQ Dungeness Island,-4wz0dOG3RdBNYE02l9KjA,$$,4,3032,Seafood,FALSE,2332 Clement St
Usagi,402 Balboa St,Usagi Sushi Togo,S-bbrfkhFjYU80P0-zUDCw,$$,5,60,Sushi Bars,TRUE,402 Balboa St
Cafe Okawari,1254 Hyde St St 111,Cafe Okawari,Jpxv-URBpIvcu0mE5B6S3g,$$,4.5,67,Japanese,FALSE,236 Townsend St
Pandora Karaoke,50 Mason St,Pandora Karaoke,niQQV2qVc2Tyk_ak1YneGg,$$,3.5,42,Karaoke,FALSE,50 Mason St
Naan N Curry Castro,4238 18th Street,Wow Naan N Curry,zLvZUKm0eV5O27x4mzg-xw,$,3,1321,Indian,FALSE,642 Irving St
Sunset Cantina,3414 Judah Street,Sunset Cantina,RmR0qyR0tCnGTFwmd5x0pg,$$,4.5,52,Cocktail Bars,FALSE,3414-3416 Judah St
Brothers For Change Inc,1311 Golden Gate Ave,Norcal Muffler & Truck,zIQVzxTXiqn1b1lLcKlHrA,No record in Yelp,4.5,39,Auto Repair,FALSE,6406 Pacific Ave
Feel More Better Juice Bar,1311 Golden Gate Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Turo Cafe And Grill Llc,2275 San Jose Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tadam! Llc,1215 York St Apt A,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Formica Table Llc,115 Sansome Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Hing Wah Feng,4401 Balboa St,Koi Palace,kn2iEL0S3UOPkdV4Cdtbyg,$$,3.5,3198,Dim Sum,FALSE,365 Gellert Blvd
Chef Boug,4101 3rd St,Hillside Supper Club,#NAME?,$$,4,381,American (New),FALSE,300 Precita Ave
Oriental Pearl Restaurant Llc,760 Clay St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Lemarais Bakery Sutter,1138 Sutter St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Market Street Grill,1231 Market St,Florinda's Market Street Grill,pqtF6dfpJDOMC2EMcaj6FQ,$$,3,217,American (Traditional),TRUE,1231 Market St
Diamond Cafe Llc,751 Diamond St,Queen's Louisiana Po-Boy Cafe,52dNr0tRrwpmumm8Ey5EDg,$$,4,617,Cajun/Creole,FALSE,Pier 33 N The Embarcadero
Mario Serafin,770 Oak St 7,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chuy's Fiestas,760 Geary St Apt 309,Chuy's Fiestas,qQSRxf9okkAN4G9EFW9TMA,No record in Yelp,5,32,Mexican,FALSE,2341 C Folsom St
Parigo,3232 Scott St Bldg,Parigo,VBWSJA_ljUoqB0voZFbJFQ,No record in Yelp,4.5,58,Wine Bars,FALSE,3232 Scott St
Mom Banh Mi,411 Ellis St,Mom Bamh Mi,MiK6fOxa0Dzu2wNP7qLf8w,No record in Yelp,4.5,3,Vietnamese,FALSE,411 Ellis St
Tasty Restaurant,5530 Geary Blvd,Tasty Restaurant,4WFJ5aeemv1sEDgbuGC7Lg,$,3,90,Chinese,FALSE,5530 Geary Blvd
Sunset Roasters,Sloat Blvd 496,Andytown Coffee Roasters,IoPgRTk7Cs3ydeM5R2NRZA,$,4.5,812,Coffee & Tea,FALSE,3655 Lawton St
The Little Chihuahua Mexican Restaurant,1431 Polk St,The Little Chihuahua,qPTvIlJ5NSW23KjjtHltPQ,No record in Yelp,3.5,30,Mexican,FALSE,1431 Polk St
Spunbyss,2355 Post St,Spunbyss,TUzMKhkN18LEapsdmINZIw,No record in Yelp,5,33,Food Trucks,FALSE,"San Francisco, CA 94115"
"Curveball Truck, Llc #2",1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Spunbyss, Llc",1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cap & Stem,1836 Broadway,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Fillmore Heritage Center,1330 Fillmore St,Fillmore Heritage Center,RCbegajoft7f9fkiMf1bEQ,No record in Yelp,5,2,Party & Event Planning,FALSE,1330 Fillmore St
Bon Appetit @ Adobe,100 Hooper St 4th Fl,Tropisueno,_EncdQezAzcShATMFXL0dA,$$,4,4407,Cocktail Bars,FALSE,75 Yerba Buena Ln
Yes Pudding,111 Marlin Ct,Old Skool Cafe,2oj_6uCp4DgVTJhYqEmBbA,$$,4.5,548,Soul Food,FALSE,1429 Mendell St
Tonette Phillips&co.,89 Lobos St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Golden Gate Halal Food,979 Market St,Golden Gate Halal Food,j6AR4lJIWPdDQCGTA5hKgw,No record in Yelp,4.5,19,Halal,FALSE,979 market st
Golden Gate Halal Food,1169 Market St,Golden Gate Halal Food,j6AR4lJIWPdDQCGTA5hKgw,No record in Yelp,4.5,19,Halal,FALSE,979 market st
Roberto Campos,1770 Pine St 501,Don Ramon's,Rh4NhLtNdlOcQnc-iCRJOQ,$$,3.5,413,Mexican,FALSE,225 11th St
Hotel Whitcomb - Employee Kitchen,1231 Market St,Hotel Whitcomb,kX72p6TVSZbN1PfQV9bHDw,$$,2.5,1031,Hotels,FALSE,1231 Market St
Fare Resources Inc.,415 Mission St Fl 13,Wells Fargo Bank,4xDz4hlNqWplWbpkYSIrWg,No record in Yelp,2.5,24,Banks & Credit Unions,FALSE,2055 Chestnut St
Fare Resources Inc.,600 Townsend St Ste 500,Wells Fargo Bank,4xDz4hlNqWplWbpkYSIrWg,No record in Yelp,2.5,24,Banks & Credit Unions,FALSE,2055 Chestnut St
Hostess Express,89 Lobos St,Olive Garden Italian Restaurant,3d9fGSDpuNQl7XI7zmmzmg,$$,3,1140,Italian,FALSE,3251 20th Ave
Coffee Bar,101 Montgomery Street St Ste 100c,Coffee Bar,aKMxYmJxom1ZeYHpLgGy2g,$$,4,301,Coffee & Tea,FALSE,101 Montgomery St
Coffee Bar,433 Kearny St A,Coffee Bar,aKMxYmJxom1ZeYHpLgGy2g,$$,4,301,Coffee & Tea,FALSE,101 Montgomery St
The Armory Club,1799 Mission St,The Armory Club,IPxxR8ULii6oiWUt0tF5dA,$$,4,272,Lounges,FALSE,1799 Mission St
Cafe New Honolulu,850 Stockton St,Cafe New Honolulu,Xb7IQmSvn2jj3Sw7OW7m9A,$,3,144,Bakeries,FALSE,888 Stockton St
Cellarmaker House Of Pizza,3193 Mission St,Cellarmaker House of Pizza,qTaAQU4yq2mMQXJLml7new,$$,4,127,Pizza,FALSE,3193 Mission St
Salt & Pepper Barbeque,845 Holloway Ave,Orchids Cafe,7UO9ZSGbm1X6GkezeJeyFg,$$,4,123,Chinese,FALSE,1031 Ocean Ave
Pokeworks,50 Fremont St A2,Pokeworks,Dvh0gS7swvtOZNZwPPA9PQ,No record in Yelp,4.5,16,Salad,FALSE,50 Fremont St
Fiorella Polk,Polk St,Fiorella -Polk,7kp4bobus_2hVlj5Hlv73A,No record in Yelp,4,99,Pizza,FALSE,2238 Polk St
Sweetys Box,4855 Mission St Unit 5,See's Candies,r-7Wdy6kjH-aj-s-EaA2ng,$$,4,69,Candy Stores,FALSE,3250 20th Ave
Borage Catering,385 Baltimore Way,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Fabiani Catering Llc,328 Bocana St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sunset Roasters,1658 45th Ave,Andytown Coffee Roasters,IoPgRTk7Cs3ydeM5R2NRZA,$,4.5,812,Coffee & Tea,FALSE,3655 Lawton St
Helioroast Coffee,400 Clipper Cove Way,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Dirty Robot Brew Works Inc,498 Alabama St,Speakeasy Ales & Lagers,#NAME?,$,4.5,407,Breweries,FALSE,1195 Evans Ave
"The Village Cafe, Llc",1426 Polk St,Farm : Table,TcbKvh-e1lxywJuN6in5JQ,$$,4,1773,Coffee & Tea,FALSE,754 Post St
Essi,3330 Steiner St,Essi Wine Bar,N6Tz4MqrPBnf5_mawDjmvQ,No record in Yelp,5,22,Wine Bars,FALSE,3330 Steiner St
Holycraft Brewery,787 Broadway St,HolyCraft Brewery Taproom,Q50kulo0e3wzDbz_EcoNfA,$,5,112,Beer Bar,TRUE,787 Broadway St
The Pawn Shop,993 Mission St,The Pawn Shop,DLjqwgeEd4BxZT7qJKvWUw,$$,4.5,211,Speakeasies,FALSE,993 Mission St
Van Ness Enterprises Llc,1104 Sutter St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Kaji,1701 Powell St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Chairman Sf, Llc",2723 Oakdale Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cerf Club,925 Ofarrell St,City Arts & Lectures,kZ7PtEmFc1Y8BVEiwAirbw,No record in Yelp,4.5,27,Performing Arts,FALSE,275 Hayes St
Italian Homemade,716 Columbus Ave,Emilio's Homemade Italian Subs & Dinners,HAQOQXxmjHhtKh-OzEg-NA,$,4.5,53,Italian,FALSE,6 Bigelow Ave
Italian Homemade Company,716 Columbus Ave,Monica’s Pasta Shop,Y7X3FeUfwE9pEWZxN8meVg,No record in Yelp,4,13,Delis,FALSE,141 Richmond St
Piadina,716 Columbus Ave,Casa Razdora,hmIudx02njSQxomFgbGruw,$,4.5,324,Italian,FALSE,115 Water St
Brew Cha,3420 18th St,Brew Cha,pOGonfd_CgsQ-ZoAK3537g,No record in Yelp,4,222,Bubble Tea,FALSE,3420 18th St
Crossroads Pizzeria Cafe,1596 Market St,Crossroad Pizzeria,g1ycmGtoAbFcL-qOXuuVLw,$$,4,31,Pizza,FALSE,1596 Market St
Kenko Catersf,1740 Church St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Orpheus Wines,4004 18th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Francis Inc,35 Valmar Ter,SanFranMaryAnn,kn8Bt_ZHduIovMIZ7J-kVQ,No record in Yelp,5,1,Real Estate Services,FALSE,149 New Montgomery St
Francis Inc,35 Valmar Ter,SanFranMaryAnn,kn8Bt_ZHduIovMIZ7J-kVQ,No record in Yelp,5,1,Real Estate Services,FALSE,149 New Montgomery St
Chanvi Eatery,1063 Market St,Chanvi Eatery,5ZpwZiSh2jVSjyO54LsMiw,$,4.5,234,Indian,FALSE,1063 Market St
The Pour House,1327 Polk St,The Pour House,c3Swp4kJxbm0sqnKJfs0Fw,$$,4,209,Wine Bars,TRUE,1327 Polk St
Healing Kitchen,2948 Folsom St,Healing Kitchen,hQRSANmuczlY0CwEfppScQ,No record in Yelp,5,1,Caterers,FALSE,21st & Folsom St
Mobowl #3,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Kabob Trolley #4,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
The Waffle Roost #2,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cafe Okawari,236 Townsend St,Cafe Okawari,Jpxv-URBpIvcu0mE5B6S3g,$$,4.5,67,Japanese,FALSE,236 Townsend St
Fiorella Polk,2238 Polk St,Fiorella -Polk,7kp4bobus_2hVlj5Hlv73A,No record in Yelp,4,99,Pizza,FALSE,2238 Polk St
Beyond The Border #2,1 Mobile Caterers,Taqueria El Buen Pastor,JIfSollg32ifUzTw2K4PDQ,$,4.5,224,Food Trucks,FALSE,530 N Las Vegas Blvd
Wezy,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tacos Lol-Tun,1 Mobile Caterers,Algobertos,7z84xSEe3X5DNJxP-NwV6g,No record in Yelp,4.5,59,Mexican,FALSE,8899 S Eastern Ave
Ike's Love And Sandwiches,3251 20th St 250c,Ike's Love & Sandwiches,4JWb__Uvj_G1-D0ZKxVwvA,$$,3.5,65,Sandwiches,FALSE,3251 20th Ave
Italian Homemade Company,2030 Union St Ste 204,The Italian Homemade Company,FRpULkKmvD9caSKabQzq5w,$$,4.5,891,Italian,FALSE,1919 Union St
Italian Homemade,2030 Union St Ste 204,The Italian Homemade Company,FRpULkKmvD9caSKabQzq5w,$$,4.5,891,Italian,FALSE,1919 Union St
Piadina,2030 Union St Ste 204,The Italian Homemade Company,K9XVDlPNhrrSVEJN7uWqJQ,$$,4.5,1463,Italian,FALSE,716 Columbus Ave
The Italian Homemade Company,2030 Union St Ste 204,The Italian Homemade Company,FRpULkKmvD9caSKabQzq5w,$$,4.5,891,Italian,FALSE,1919 Union St
The Waffle Roost #1,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Kurotaka Ramen,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Jolene's,2700 16th St,Bogati Winery,_KVzy7M1O-k6Zru9rMaxnw,$$,4,42,Wine Bars,FALSE,35246 Harry Byrd Hwy
Breakfast Little,3224 22nd St.,Breakfast Little,maAQS_2-3GQtmFVRJCt_2w,$,5,123,Coffee & Tea,FALSE,3224 1/2 22nd St
El Lopo,1327 Polk St,El Lopo,PwJehB-8VVgDB8Y4NMXyRA,No record in Yelp,4.5,47,Spanish,FALSE,1327 Polk St
Walking Fish,254 Fillmore St,Walking Fish,X8rR2iATM35vfKhqN1nvFQ,No record in Yelp,4.5,35,Poke,FALSE,254 Fillmore St
Andytown Coffee Roasters,181 Fremont St,Andytown Coffee Roasters,BrGq6WWjVNM8h44KPKl0Xw,No record in Yelp,4.5,52,Coffee Roasteries,FALSE,181 Fremont St
Pye,1248 9th Ave,Pye,N8zmMwY0kB80mkFyi1V4Ug,No record in Yelp,4.5,33,Bakeries,FALSE,"San Francisco, CA 94129"
Little Gem,2184 Union St,Little Gem,vLC830eWml152kxhrOlaNQ,$$,3.5,429,American (New),FALSE,400 Grove St
Camp Toasted,970 Chestnut St 9,Mama's On Washington Square,MvAo0hj9FXOeNL5PwBZ0fQ,$$,4,4221,Breakfast & Brunch,FALSE,1701 Stockton St
"Ichido, Llc",928 Divisadero St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
555 California Street Restaurant,555 California St,555 California Street Building,BayhLjoWVrncK07FNYUmKA,No record in Yelp,3.5,15,Shared Office Spaces,FALSE,555 California St
Ty Pho,4845 Mission St,Ty Pho,zdY10tkjUdbXjaU18rYCtg,$$,3.5,68,Vietnamese,FALSE,4845 Mission St
Ty Sandwich,4829 Mission St,Ty Sandwich,vAIHU9GjFLSquh4VkFLIhg,$,4.5,401,Sandwiches,FALSE,4829 Mission St
888 Luck Store,2609 San Bruno Ave Ste# A,Lowe's Home Improvement,XScfuhb5WwiCxyWXh6kCYA,$$,2,881,Hardware Stores,FALSE,491 Bayshore Blvd
Ladle & Leaf,1 California St,Ladle & Leaf,Co_g1tFxnqOVRDmNLCgSvQ,$$,3.5,86,Salad,FALSE,221 Montgomery St
Ladle & Leaf,135 4th St Fc2,Ladle & Leaf,Co_g1tFxnqOVRDmNLCgSvQ,$$,3.5,86,Salad,FALSE,221 Montgomery St
Ladle & Leaf,580 California St,Ladle & Leaf,Co_g1tFxnqOVRDmNLCgSvQ,$$,3.5,86,Salad,FALSE,221 Montgomery St
Julius Castle,302 Greenwich St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Klatch Coffee - Sf,1452 Franklin St,49th Parallel Coffee,NnaE4IKlc6XdYOUu4IOV5w,$,4,463,Cafes,FALSE,2902 Main Street
Al Pastor Papi,601 Mission Bay Blvd,Al Pastor Papi,veF1VLOrC-7jdQTubhs24w,No record in Yelp,3.5,44,Food Trucks,FALSE,"San Francisco, CA 94158"
Judie's Tacos Locos,Otg,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Wicked Star,601 Mission Bay N. Blvd,Wicked Star,s10mApVcsXi6GHxOuVHEGw,No record in Yelp,4,30,Thai,FALSE,601 Mission Bay Blvd N
Laguna,602 Hayes St,Laguna Restaurant,Qnoml7Ss71zO4_WodmAxQQ,$$,4,168,Breakfast & Brunch,FALSE,602 Hayes St
Tortellino Bologna,103 Horn Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sweet Mango Dessert & Cafe,5217 Geary Blvd,Sweet Mango Dessert Cafe,Zn6UlhMoCmO0Cb_0TyvbLw,No record in Yelp,4,77,Desserts,FALSE,5217 Geary Blvd
Little Sweet,1253 9th Ave,Little Sweet,OSZ6bFeCcv4PvUmvuiMEJw,$,4,601,Bubble Tea,FALSE,3836 Geary Blvd
Little Sweet,75 O'farrell St,Little Sweet,OSZ6bFeCcv4PvUmvuiMEJw,$,4,601,Bubble Tea,FALSE,3836 Geary Blvd
Mobowl,601 Mission Bay Blvd,MoBowL,QKGpQ5T6Aqdbay7iqp51sA,No record in Yelp,4,22,Food Trucks,FALSE,"San Francisco, CA 94103"
Bon Appetit @ Uber,353 Sacramento St 11th Fl,Mama's On Washington Square,MvAo0hj9FXOeNL5PwBZ0fQ,$$,4,4221,Breakfast & Brunch,FALSE,1701 Stockton St
"Twitter, Inc",1355 Market St 7th Fl,Piedmont Avenue Consulting,CpeRNExEh5KCkwu-mAygtQ,No record in Yelp,5,19,Marketing,FALSE,3873 Piedmont Ave
"Twitter, Inc",1355 Market St 8th Fl,Piedmont Avenue Consulting,CpeRNExEh5KCkwu-mAygtQ,No record in Yelp,5,19,Marketing,FALSE,3873 Piedmont Ave
Yu's Cafe,57 Walter U Lum Pl,Yu's Cafe,SGBxF2mPPIcoQZYzB9rUhg,No record in Yelp,4,27,Desserts,FALSE,57 Walter U Lum Pl
Alioto's #8 (Crab Stand),2871 Taylor St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Nick's Lighthouse,2815 Taylor St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Batter Bakery,1 Market Plaza,Batter Bakery,KjxwZv1L46R5WcJJXoI6IA,$$,4,151,Bakeries,FALSE,1517 Pine St
Helioroast Coffee,110 Robinson St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Proper Food,35 Spear St,Proper Food,EIUqZqnzzpsZWx7dNnHCRg,$$,3.5,169,Sandwiches,FALSE,100 1st St
Kiem's Produce,270 Napoleon St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mixt Greens/mixt,120 Sansome St,MIXT,AsvNQh_UoymaepHgGXs_-Q,$$,3.5,825,Vegetarian,FALSE,120 Sansome St
Kayma,2948 Folsom St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sweet Occasions Bake Shop,2265 Mission St Apt 4,Bi-Rite Creamery,wGl_DyNxSv8KUtYgiuLhmA,$,4.5,9552,Ice Cream & Frozen Yogurt,FALSE,3692 18th St
