,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries
8469,1147173-05-171,468943,Baan Thai Llc,Bussaba,534 Irving St,San Francisco,CA,94122.0,5/1/12,,5/19/17,,534 IRVING ST,San Francisco,94122,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8470,1147206-05-171,455083,Casey's Pizza Llc,Casey's Pizza,1170 4th St,San Francisco,CA,94158.0,1/3/11,,5/21/17,,1528 BAKER ST,San Francisco,94115,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",6.0,Mission Bay
8471,1147226-05-171,1070538,Hi Hot Dog Co,Hi Hot Dog Co,95 Bridgeview Dr,San Francisco,CA,94124.0,5/21/17,,5/21/17,,95 BRIDGEVIEW DR,San Francisco,94124,CA,,,10.0,Bayview Hunters Point
8472,1147230-05-171,1070540,Irving Subs Llc,Irving Subs,1298 12th Ave,San Francisco,CA,94122.0,5/19/17,,5/19/17,,1298 12TH AVE,San Francisco,94122,CA,H24 POS01,Multiple,,
8473,1147268-05-171,1070559,Bl & L Investment Inc,Little Swan Bakery,1249 Stockton St,San Francisco,CA,94133.0,5/5/17,,5/5/17,,1249 STOCKTON ST,San Francisco,94133,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8474,1147278-05-171,1070565,Fructoso Bibiano Cruz,El Picacho,1229 Laguna St,San Francisco,CA,94115.0,5/22/17,,5/22/17,6/25/17,1229 LAGUNA ST,San Francisco,94115,CA,,,5.0,Western Addition
8475,1147372-05-171,168329,Bon Appetit Management Co,Bon Appetit - Twitter,1455 Market Street St 900,San Francisco,CA,94103.0,7/1/87,,8/1/11,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,,,6.0,South of Market
8476,1147373-05-171,168329,Bon Appetit Management Co,Bon Appetit - Golden State Warriors,1 Chase Arena Site,San Francisco,CA,94103.0,7/1/87,,3/31/17,5/10/19,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,,,,
8477,1147376-05-171,46324,Compass Group Usa Inc,Compass Group - Live Feed Commissary,1566 Carroll Ave Ave,San Francisco,CA,94124.0,10/1/68,,2/6/15,,2400 YORKMONT RD,Charlotte,28217,NC,H74,CATERER,,
8478,1147377-05-171,46324,Compass Group Usa Inc,Compass Group Usa-Capital One,201 Third Street St 5th Fl,San Francisco,CA,94103.0,10/1/68,,1/9/17,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8479,1147378-05-171,46324,Compass Group Usa Inc,Compass Group Usa-Ca Technologies,1566 Carroll Ave,San Francisco,CA,94124.0,10/1/68,,12/16/13,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8480,1147379-05-171,46324,Compass Group Usa Inc,Compass Group Usa/diageo Sf Bar,1160 Battery Street,San Francisco,CA,94111.0,10/1/68,,10/6/14,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8481,1147380-05-171,46324,Compass Group Usa Inc,Compass Group Usa/av Cali,555 California Street,San Francisco,CA,94104.0,10/1/68,,6/26/15,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8482,1147381-05-171,46324,Compass Group Usa Inc,Compass Group Usa/ms Av Yammer 1010,1355 Market Street  3rd Fl,San Francisco,CA,94103.0,10/1/68,,6/26/15,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8483,1147382-05-171,46324,Compass Group Usa Inc,Compass Group Usa/zenefits,303 Second St  401,San Francisco,CA,94107.0,10/1/68,,7/27/16,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8484,1147383-05-171,46324,Compass Group Usa Inc,Compass Group Usa/kcg,575 Market Street  Ste 3825,San Francisco,CA,94105.0,10/1/68,,11/14/16,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8485,1147414-05-171,455512,Chairman Sf Llc,Chairman Sf Llc,1324 Fitzgerald Ave C,San Francisco,CA,94124.0,1/18/11,,4/1/17,1/1/19,2723 OAKDALE AVE,San Francisco,94124,CA,D19 H79,Multiple,10.0,Bayview Hunters Point
8486,1147500-05-171,1060171,The Realness Llc,Young Fava,1355 Willard St #4,San Francisco,CA,94117.0,10/26/16,,10/26/16,10/2/17,3431 19TH ST,San Francisco,94110,CA,,,,
8487,1147517-05-171,1070665,Poke Stone Inc,Poke Bowl,3251 20th Ave  250a,San Francisco,CA,94132.0,5/23/17,,5/23/17,,1826 46TH AVE,San Francisco,94122,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",7.0,Lakeshore
8488,1147560-05-171,1010322,Chim Inc,Cheese Steak On Clay,653 Clay St,San Francisco,CA,94111.0,3/3/15,,5/23/17,,653 CLAY ST,San Francisco,94111,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8489,1147567-05-171,46324,Compass Group Usa Inc,Compass Group Usa/blank Rome Ocs,555 California St,San Francisco,CA,94104.0,10/1/68,,10/1/16,,2400 YORKMONT RD,Charlotte,28217,NC,,,,
8490,1147574-05-171,460963,S & L Intl Investment Grp Llc,Simmer Hot Pot,1055 Taraval St,San Francisco,CA,94116.0,7/1/11,,5/20/17,,1055 TARAVAL ST,San Francisco,94116,CA,D04 H26,Multiple,,
8491,1147585-05-171,1063043,Takuya Investment Inc,Poke Origin,716 Irving St,San Francisco,CA,94122.0,12/29/16,,5/1/17,,1826 46TH AVE,San Francisco,94122,CA,H24 POS01,Multiple,,
8492,1147592-05-171,395636,Salt House Llc,"Salt House, Llc",582 Market St Ste 600,San Francisco,CA,94104.0,3/1/06,,4/1/12,,545 MISSION ST,San Francisco,94105,CA,,,3.0,Financial District/South Beach
8493,1147658-05-171,1070713,Turner 2 Corporation,Nobuyuki,2221 Clement St,San Francisco,CA,94121.0,5/23/17,,5/23/17,,1 DANIEL BURNHAM CT APT 523,San Francisco,94109,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8494,1147680-05-171,1070724,Roll Up Creamery & Cafe Llc,Roll Up Creamery & Cafe Llc,3092 16th Street St,San Francisco,CA,94103.0,5/23/17,,5/23/17,,580 LEWIS AVE,San Leandro,94577,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",9.0,Mission
8495,1147739-05-171,1070755,"Post 75, Llc","Post 75, Llc",100 Green St,San Francisco,CA,94111.0,5/24/17,,5/24/17,,100 GREEN ST,San Francisco,94111,CA,,,,
8496,1147796-05-171,1030732,Fare Resources Inc.,Fare Resources Inc,2 Embarcadero Center  Fl 9,San Francisco,CA,94111.0,4/15/16,,5/1/17,8/3/18,1327 61ST ST,Emeryville,94608,CA,,,,
8497,1147801-05-171,1070766,"Max's Sf Opera Cafe, Inc.",Max's Opera Cafe,Avenue,San Francisco,CA,94102.0,5/24/17,,5/24/17,5/24/17,601 VAN NESS AVE,San Francisco,94102,CA,,,,
8498,1147899-05-171,1070817,Deanna Green,Green Jean Catering Co.,35 Reuel Apt 2a Ct Apt 40,San Francisco,CA,94124.0,5/24/17,,5/24/17,,35 REUEL CT APT 40,San Francisco,94124,CA,,,,
8499,1147992-05-171,1070848,Andrea Loeffler,Francis Loeffler,826 Florida St,San Francisco,CA,94110.0,5/1/17,,5/1/17,10/1/17,35 VALMAR TER,San Francisco,94112,CA,,,9.0,Mission
8500,1148060-05-171,1070886,Fvi Investment Corporation,Fvi Investment Corporation,70 Ocean Ave 10,San Francisco,CA,94112.0,5/26/17,,5/26/17,4/4/18,70 OCEAN AVE APT 10,San Francisco,94112,CA,,,11.0,Outer Mission
8501,1148134-05-171,1040412,Open Palette Hospitality,Fine And Rare,555 Golden Gate Ave,San Francisco,CA,94102.0,7/1/16,,5/26/17,5/26/17,155 12TH ST,San Francisco,94103,CA,,,,
8502,1148142-05-171,1040412,Open Palette Hospitality,Palette Sf,555 Golden Gate Ave,San Francisco,CA,94102.0,7/1/16,,5/26/17,1/31/18,155 12TH ST,San Francisco,94103,CA,H74,CATERER,,
8503,1148143-05-171,464780,Gilberths,Gilberths Latin Fusion,2427 3rd St,San Francisco,CA,94107.0,12/9/11,,5/26/17,,2427 3RD ST # 2429,San Francisco,94107,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",10.0,Potrero Hill
8504,1148144-05-171,464780,Gilberths,Habanero Sf,2427 3rd St,San Francisco,CA,94107.0,12/9/11,,5/26/17,,2427 3RD ST # 2429,San Francisco,94107,CA,,,10.0,Potrero Hill
8505,1148159-05-171,1046054,Resho Corporation,Cha Cha Cha,1801 Haight St,San Francisco,CA,94117.0,8/26/16,,5/26/17,,2327 MISSION ST,San Francisco,94110,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
8506,1148163-05-171,1070766,"Max's Sf Opera Cafe, Inc.",Max's Opera Cafe,601 Van Ness Ave,San Francisco,CA,94102.0,5/24/17,,5/24/17,,601 VAN NESS AVE,San Francisco,94102,CA,D04 H26,Multiple,5.0,Western Addition
8507,1148169-05-171,1005317,Spohn Lamia,Lamia Cuisine Baking,248 Fillmore St,San Francisco,CA,94117.0,10/24/14,,5/26/17,,1343 26TH AVE,San Francisco,94122,CA,H74,CATERER,5.0,Hayes Valley
8508,1148259-05-171,1062311,Joe & The Juice Sfo Llc,Joe & The Juice,50 California St,San Francisco,CA,94111.0,12/12/16,10/24/19,5/29/17,10/24/19,��,,,,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8509,1148359-05-171,1071007,"Bay Area Dots, Llc",Bay Area Dots,900 Beach St,San Francisco,CA,94109.0,5/30/17,,5/30/17,,613 BEACH ST,Santa Cruz,95060,CA,H76,MOBILE FOOD FACILITY 2,2.0,Russian Hill
8510,1148360-05-171,1071007,"Bay Area Dots, Llc",Bay Area Dots,567 Bay St,San Francisco,CA,94133.0,5/30/17,,5/30/17,,613 BEACH ST,Santa Cruz,95060,CA,H76,MOBILE FOOD FACILITY 2,3.0,North Beach
8511,1148678-05-171,1071137,Chelsea Turowsky,Omiomi,1383 44th Ave Apt C,San Francisco,CA,94122.0,5/31/17,,5/31/17,5/31/17,1383 44TH AVE,San Francisco,94122,CA,,,4.0,Sunset/Parkside
8512,1148728-05-171,1071165,Amazon Preservation Partners Llc Dba Zola,Zola,1501 Vermont St Unit A,San Francisco,CA,94107.0,4/1/17,,4/1/17,,1501 VERMONT ST UNIT A,San Francisco,94107,CA,,,10.0,Potrero Hill
8513,1148845-05-171,1069831,Zhuogan Llc,Wok This Way,560 Balboa St,San Francisco,CA,94118.0,5/5/17,,5/30/17,,560 BALBOA ST,San Francisco,94118,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8514,1148904-06-171,468531,Manitou Inc,Easy Breezy Frozen Yogurt,4092 18th Street,San Francisco,CA,94114.0,4/20/12,,5/31/17,1/26/18,4437 20TH ST,San Francisco,94114,CA,,,8.0,Castro/Upper Market
8515,1148928-06-171,419431,Shun Fung Intl Trading Inc,Yummy Foods Co,607 Jackson St,San Francisco,CA,94133.0,7/1/07,,5/31/17,,607 JACKSON ST,San Francisco,94133,CA,,,3.0,Chinatown
8516,1149091-06-171,1071137,Chelsea Turowsky,Omiomi,1383 44th Ave,San Francisco,CA,94122.0,5/31/17,,6/1/17,,1383 44TH AVE,San Francisco,94122,CA,,,,
8517,1149144-06-171,1071335,"Colina, Inc",Native Co.,168 Sutter St,San Francisco,CA,94104.0,1/1/17,,1/1/17,,168 SUTTER ST,San Francisco,94104,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",3.0,Financial District/South Beach
8518,1149236-06-171,422158,Far East Cafe Inc,China House Jumbo Seafood Restaurant/burger Shack,2237 Powell St,San Francisco,CA,94133.0,9/1/07,,6/2/17,6/2/17,2237 POWELL ST,San Francisco,94133,CA,,,3.0,North Beach
8519,1149265-06-171,1071379,Number Three Pencil Llc,Newkirk's,1002 Potrero Ave,San Francisco,CA,94110.0,6/2/17,,6/2/17,,255 SHRADER ST APT 3,San Francisco,94117,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8520,1149320-06-171,1071406,"Golden Banana, Inc",Tea Hut,2815 California St,San Francisco,CA,94122.0,6/1/17,,6/2/17,,1746 24TH AVE,San Francisco,94122,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8521,1149345-06-171,1071420,Keep It Inc.,Keep It Inc.,1170 Powell St,San Francisco,CA,94108.0,5/1/17,,5/1/17,,1170 POWELL ST,San Francisco,94108,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8522,1149359-06-171,1071425,10 6th St. Llc,The Rumpus Room,10 6th St,San Francisco,CA,94103.0,6/1/17,,6/1/17,,620 TREAT AVE,San Francisco,94110,CA,H86 P23,Multiple,,
8523,1149374-06-171,1071433,Yiu Kwan Wong And Michael Tong,Kwmt Partnership,1419 Haight St,San Francisco,CA,94117.0,6/1/17,,6/1/17,,PO BOX 590523,San Francisco,94159,CA,,,,
8524,1149401-06-171,1071444,Marvin Lau,Native Sons Bbq,1054 Taraval St,San Francisco,CA,94116.0,6/5/17,,6/5/17,,1870 11TH AVE,San Francisco,94122,CA,,,4.0,Sunset/Parkside
8525,1149413-06-171,1064080,Mix And Mac Foods,Mac'd,3347 Fillmore St,San Francisco,CA,94123.0,1/19/17,,1/19/17,4/1/19,1934 46TH AVE,San Francisco,94116,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",2.0,Marina
8526,1149421-06-171,1063910,Sharratt Endeavors Inc,Vitality Bowls #057,270 5th St,San Francisco,CA,94103.0,1/17/17,,1/17/17,,270 5TH ST UNIT,San Francisco,94103,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",6.0,South of Market
8527,1149427-06-171,1071454,Epicurean Group,Epicurean At Mercy High School,3250 19th Ave,San Francisco,CA,94132.0,6/5/17,6/5/17,6/5/17,6/5/17,��,,,,,,,
8528,1149470-06-171,1070986,"Lama,benh And Sherpa,pasang",Little Nepal,925 Cortland Ave,San Francisco,CA,94110.0,5/30/17,,6/1/17,,925 CORTLAND AVE,San Francisco,94110,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",9.0,Bernal Heights
8529,1149534-06-171,468154,Li Joanna,Cool Tea Bar Waverly Llc,103 Waverly Pl,San Francisco,CA,94108.0,5/1/12,,5/1/12,,2167 UNION ST,San Francisco,94123,CA,H28,TAKE-OUT ESTABLISHMENT,3.0,Chinatown
8530,1149538-06-171,472585,Prana Venture Group Llc,Woodbury,685 3rd St,San Francisco,CA,94107.0,9/1/12,,9/1/12,6/26/17,45 ERVINE ST,San Francisco,94134,CA,,,6.0,Financial District/South Beach
8531,1149541-06-171,466085,Outfit Generic Inc,Craftsman And Wolves Ferry Plaza,1 Ferry Bldg,San Francisco,CA,94111.0,1/28/12,,1/28/12,,2250 KEITH ST,San Francisco,94124,CA,H34,CATERER RETAIL FOOD VEHICLES,,
8532,1149542-06-171,466085,Outfit Generic Inc,Craftsman And Wolves Valencia,746 Valencia St,San Francisco,CA,94110.0,1/28/12,,4/1/12,,2250 KEITH ST,San Francisco,94124,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8533,1149559-06-171,1071508,"383 Brothers, Inc.",Barnzu,711 Geary St,San Francisco,CA,94109.0,3/1/17,,3/1/17,,3112 EL SERENO,Alameda,94502,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8534,1149575-06-171,1071517,Bay Foodie Corporation,Jin Pot,5158 Geary Blvd,San Francisco,CA,94118.0,6/1/17,,6/1/17,,3771 TIVOLI GARDEN TER,Fremont,94538,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
8535,1149609-06-171,475388,New Garden Restaurant Inc,T4 San Francisco,716 Kearny St,San Francisco,CA,94108.0,1/1/13,,6/6/17,,739 WASHINGTON ST STE 300,San Francisco,94108,CA,,,,
8536,1149611-06-171,1071533,Red Table Management,Son's Addition,2990 24th St Unit,San Francisco,CA,94110.0,6/1/17,,6/1/17,,103 STEINER ST APT,San Francisco,94117,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",9.0,Mission
8537,1149631-06-171,1066512,Fullskoop Inc,Fullskoop Inc,1 Market St Spear Tower  Fl 36th,San Francisco,CA,94105.0,6/6/17,,6/6/17,,1 MARKET,San Francisco,94105,CA,D19 H78,Multiple,3.0,Financial District/South Beach
8538,1149693-06-171,1071569,"Jenner Venture Group, Llc",Milkbomb Ice Cream,415 De Haro St Unit 105,San Francisco,CA,94107.0,6/7/17,,6/7/17,,367 CALCITE AVE,Lathrop,95330,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",10.0,Potrero Hill
8539,1149750-06-171,1032262,Project Poke Llc,Poke Delish,601 Mission Bay Blvd,San Francisco,CA,94158.0,5/4/16,,7/15/16,,3861 CROFTON WAY,South San Francisco,94080,CA,H79,MOBILE FOOD FACILITY 5,6.0,Mission Bay
8540,1149873-06-171,1067641,Thh Group Llc,Parigo,3232 Scott St,San Francisco,CA,94123.0,1/18/17,,6/7/17,,1486 CAMPUS DR,Berkeley,94708,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
8541,1149926-06-171,1071666,Hollie Ashby,Small Wonder Baker,2850 Bush Street,San Francisco,CA,94115.0,6/9/17,,6/9/17,,2850 BUSH ST,San Francisco,94115,CA,,,2.0,Presidio Heights
8542,1149952-06-171,1071679,Bar Works San Francisco 1 Llc,Crown & Acre,615 Sacramento St,San Francisco,CA,94111.0,6/1/17,,6/1/17,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3.0,Financial District/South Beach
8543,1149972-06-171,1071691,"Meddfo, Inc. Dba Kitchenina",Kitchenina,2801 Jennings St,San Francisco,CA,94124.0,3/1/17,6/15/18,3/1/17,5/1/18,��,,,,,,,
8544,1149998-06-171,1071668,Tilak Gurung,Spicy Bites,3501 Mission St,San Francisco,CA,94110.0,6/9/17,9/7/17,6/9/17,9/7/17,��,,,,,,,
8545,1150133-06-171,1071760,Marinaroma Inc,Roma Antica,3242 Scott St,San Francisco,CA,94123.0,6/11/17,,6/11/17,,3 PLAZA VIEW LN 125 UNIT,Foster City,94404,CA,,,,
8546,1150145-06-171,1071766,Odos Souvla,"Odos Souvla, Llc",532 Jessie St.,San Francisco,CA,94103.0,6/1/17,,6/1/17,7/26/17,460 GROVE ST,San Francisco,94102,CA,,,6.0,South of Market
8547,1150192-06-171,1011068,Compass Group Usa Inc,Live Feed,1566 Carroll Ave,San Francisco,CA,94124.0,3/13/15,3/13/15,6/12/17,7/19/17,��,,,,,,,
8548,1150197-06-171,1016936,Tartine Partners Llc,Tartine Commissary,550 Alabama St,San Francisco,CA,94110.0,3/10/14,,6/1/17,,767 S ALAMEDA ST 255 STE,Los Angeles,90021,CA,H33,COMMISSARY,9.0,Mission
8549,1150244-06-171,1071807,Dough Boyz Inc,Munchies,1463 Haight St,San Francisco,CA,94117.0,6/13/17,,6/13/17,6/21/17,1463 HAIGHT ST,San Francisco,94117,CA,,,,
8550,1150347-06-171,465586,Mg Restaurants Inc,Mixt Greens/mixt,3130 Fillmore St,San Francisco,CA,94123.0,1/4/12,,6/13/17,,99 OSGOOD PL 3 FL,San Francisco,94133,CA,H25 POS01,Multiple,,
8551,1150425-06-171,1071884,"General Tso Kitchen, Inc",General Tso Kitchen Inc,3741 Geary Blvd,San Francisco,CA,94118.0,6/14/17,,6/14/17,,3741 GEARY BLVD,San Francisco,94118,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
8552,1150490-06-171,466800,Stag Dining Group,Stag Dining Group,555 Golden Gate Ave,San Francisco,CA,94102.0,3/23/11,,6/1/17,,925 OFARRELL ST,San Francisco,94109,CA,,,,
8553,1150491-06-171,1065769,Les Gourmands Llc,Les Gourmands Bakery,280 5th St Unit A,San Francisco,CA,94103.0,2/20/17,,6/14/17,,400 CLEMENTINA ST APT 901,San Francisco,94103,CA,,,6.0,South of Market
8554,1150507-06-171,1067965,Excelsior Coffee Co. Inc,Excelsior Coffee,4495 Mission St,San Francisco,CA,94112.0,1/30/17,,1/30/17,,8 ROSELLA CT,San Francisco,94112,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",11.0,Excelsior
8555,1150508-06-171,1066249,Ocean Oyster Company,Shuck Truck,1381 Florida St,San Francisco,CA,94110.0,1/1/17,,6/1/17,1/1/18,PO BOX 172,Sausalito,94966,CA,D19,STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS,9.0,Mission
8556,1150538-06-171,1071929,Maxfield Cafe Llc,Maxfield's House Of Caffeine,398 Dolores St,San Francisco,CA,94110.0,4/1/17,,4/1/17,,75 LOIS LN,San Francisco,94134,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8557,1150611-06-171,1071971,Cup Cafe Llc,"Cup Cafe, Cup, Cup Cafe Llc",6 Monterey Blvd Bldg,San Francisco,CA,94131.0,6/15/17,,6/15/17,6/22/17,6 MONTEREY BLVD,San Francisco,94131,CA,,,8.0,West of Twin Peaks
8558,1150662-06-171,1071876,"Hvl Subway, Llc",Subway Sandwiches 67223,350 Bay St Unit 1,San Francisco,CA,94133.0,6/14/17,,6/15/17,,4302 REDWOOD HWY,San Rafael,94903,CA,H28 POS01,Multiple,3.0,North Beach
8559,1150676-06-171,1036660,Juliette Foods Inc,Zaytoon,607 Divisadero St,San Francisco,CA,94117.0,6/7/16,,6/7/16,,583 SAN MATEO AVE,San Bruno,94066,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",5.0,Hayes Valley
8560,1150693-06-171,1072002,Nomagirl Inc,Emmys Spaghetti Shack,3230 Mission St,San Francisco,CA,94110.0,6/16/17,,6/16/17,,18092 SONOMA HIGHWAY 1563,Boyes Hot Springs,95416,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8561,1150730-06-171,1011376,Yl I-Migoo Inc,Mi-Tea Sf,645 Irving St,San Francisco,CA,94122.0,12/31/14,,6/16/17,,633 TARAVAL ST 101 STE,San Francisco,94116,CA,,,,
8562,1150731-06-171,1011376,Yl I-Migoo Inc,Mi-Tea,645 Irving St,San Francisco,CA,94122.0,12/31/14,,6/16/17,,633 TARAVAL ST 101 STE,San Francisco,94116,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
8563,1150828-06-171,1072054,From Thailand 2 You Llc,Mai Thai Kitchen,35 Embarkadero,San Francisco,CA,94931.0,6/8/17,,6/8/17,,PO BOX 5144,Novato,94948,CA,D19 H79,Multiple,,
8564,1150844-06-171,1072062,Sofia Pinzon,Toasty,182 Cayuga Ave,San Francisco,CA,94112.0,6/19/17,,6/19/17,10/23/17,2760 OCTAVIA ST,San Francisco,94123,CA,,,8.0,Outer Mission
8565,1150933-06-171,1072097,Giuseppina Nozzolino,Ristorante Franchino,347 Columbus Ave,San Francisco,CA,94133.0,1/1/17,,1/1/17,,154 SENECA AVE,San Francisco,94112,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8566,1150955-06-171,467104,Harven Athena M,Cups And Cakes Bakery,451 9th St,San Francisco,CA,94103.0,3/7/12,,6/17/17,,451 9TH ST,San Francisco,94103,CA,H88,RETAIL BAKERIES WITH FOOD PREP,6.0,South of Market
8567,1150959-06-171,467104,Harven Athena M,Cups And Cakes Bakery,451 9th St,San Francisco,CA,94103.0,3/7/12,,6/17/17,6/17/17,451 9TH ST,San Francisco,94103,CA,,,6.0,South of Market
8568,1150981-06-171,1067762,Mufarreh Restuarant Group,Jake's Steaks,3301 Buchanan St,San Francisco,CA,94123.0,3/27/17,,6/19/17,,3301 BUCHANAN ST,San Francisco,94123,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",2.0,Marina
8569,1151024-06-171,1072126,Tc Dining Inc,Thai Cafe,3407 Geary Blvd,San Francisco,CA,94118.0,6/20/17,,6/20/17,,3407 GEARY BLVD,San Francisco,94118,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
8570,1151256-06-171,1072202,Sariwa Llc,Sariwa,2948 Folsom St,San Francisco,CA,94110.0,6/21/17,,6/21/17,,2948 FOLSOM ST,San Francisco,94110,CA,H74,CATERER,,
8571,1151322-06-171,1060171,The Realness Llc,Young Fava,645 Larkin St,San Francisco,CA,94109.0,10/26/16,,6/21/17,10/2/17,3431 19TH ST,San Francisco,94110,CA,,,6.0,Tenderloin
8572,1151482-06-171,111067,The Absinthe Group Inc,Barcino,399 Grove St,San Francisco,CA,94102.0,4/15/78,,4/1/10,,368 HAYES ST,San Francisco,94102,CA,D04 H26,Multiple,5.0,Hayes Valley
8573,1151498-06-171,1072281,Ito Inc,Kikka At Woodlands Market,318 Main Street,San Francisco,CA,94105.0,6/22/17,,6/22/17,9/6/17,431 ISIS AVE,Inglewood,90301,CA,,,6.0,Financial District/South Beach
8574,1151512-06-171,1072288,White Cap Llc,White Cap,3608 Taraval St,San Francisco,CA,94116.0,6/22/17,,6/22/17,,2469 27TH AVE,San Francisco,94116,CA,H86,BARS/TAVERNS W/O FOOD PREP,4.0,Sunset/Parkside
8575,1151535-06-171,1071971,Cup Cafe Llc,Cup Cafe,6 Monterey Blvd,San Francisco,CA,94131.0,6/15/17,,6/22/17,,6 MONTEREY BLVD,San Francisco,94131,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8576,1151617-06-171,1072299,683 Geary,Bandit,683 Geary St,San Francisco,CA,94102.0,6/23/17,,6/23/17,,683 GEARY ST,San Francisco,94102,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
8577,1151689-06-171,1072337,Marc Austin,Poets Cafe,100 Larkin St,San Francisco,CA,94102.0,10/1/16,10/1/16,10/1/16,10/1/16,��,,,,,,,
8578,1151693-06-171,1072339,Rewanda Plummer,Cater2u Sf Llc,1476 Oakdale Ave,San Francisco,CA,94124.0,3/10/10,,3/30/10,,1476 OAKDALE AVE,San Francisco,94124,CA,,,10.0,Bayview Hunters Point
8579,1151721-06-171,1071807,Dough Boyz Inc,Subnation,1463 Haight St,San Francisco,CA,94117.0,6/13/17,,6/22/17,7/12/17,1463 HAIGHT ST,San Francisco,94117,CA,,,,
8580,1151722-06-171,1071807,Dough Boyz Inc,Subnation Subs,1463 Haight St,San Francisco,CA,94117.0,6/13/17,,6/22/17,7/12/17,1463 HAIGHT ST,San Francisco,94117,CA,,,,
8581,1151874-06-171,1072360,"Origen Catering, Inc.","Origen Catering, Inc.",2948 Folsom St,San Francisco,CA,94110.0,5/9/17,,5/9/17,5/1/18,2948 FOLSOM ST,San Francisco,94110,CA,H74,CATERER,,
8582,1151955-06-171,1072374,Chef's Press,Chef's Press Llc,761 Fillmore,San Francisco,CA,94117.0,1/1/17,,1/1/17,,761 FILLMORE ST,San Francisco,94117,CA,,,,
8583,1151978-06-171,1072385,"Sage Dining Services, Inc.",Sage @ Schools Of The Sacred Heart,222 Broadway,San Francisco,CA,94115.0,6/26/17,,6/26/17,6/27/18,1402 YORK RD,Lutherville,21093,MD,,,3.0,Financial District/South Beach
8584,1152011-06-171,472585,Prana Venture Group Llc,Alchemist/woodbury,685 3rd St,San Francisco,CA,94107.0,9/1/12,,9/1/12,,45 ERVINE ST,San Francisco,94134,CA,D04 H26 P54,Multiple,6.0,Financial District/South Beach
8585,1152039-06-171,1070565,Fructoso Bibiano Cruz,El Picacho,1601 Mission St,San Francisco,CA,94103.0,5/22/17,,6/26/17,,1229 LAGUNA ST,San Francisco,94115,CA,H79,MOBILE FOOD FACILITY 5,6.0,Mission
8586,1152042-06-171,1066288,"Flower Shop, Llc",True Laurel,753 Alabama St,San Francisco,CA,94110.0,9/6/16,,6/26/17,,753 ALABAMA ST,San Francisco,94110,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
